fips SCC Pollutant Emissions type year
12089 2265002009 PM25-PRI 0.0048708666 NON-ROAD 2005
12089 2270003060 PM25-PRI 0.84 NON-ROAD 2005
12093 2260004071 PM25-PRI 0.0002635342 NON-ROAD 2005
12093 2270006025 PM25-PRI 0.16 NON-ROAD 2005
12095 2260004015 PM25-PRI 0.23 NON-ROAD 2005
12099 2267002060 PM25-PRI 0.02 NON-ROAD 2005
12099 2267003020 PM25-PRI 1.49 NON-ROAD 2005
12099 2270002036 PM25-PRI 48.61 NON-ROAD 2005
12099 2270004066 PM25-PRI 16.75 NON-ROAD 2005
12107 2265003070 PM25-PRI 0.0007261154 NON-ROAD 2005
12107 2265008005 PM25-PRI 9.6519702e-06 NON-ROAD 2005
12109 2268006035 PM25-PRI 1.9392511e-06 NON-ROAD 2005
12113 2268005060 PM25-PRI 0.0003342816 NON-ROAD 2005
12117 2260002039 PM25-PRI 2.7 NON-ROAD 2005
12117 2265007010 PM25-PRI 0.0006083626 NON-ROAD 2005
12119 2260003040 PM25-PRI 3.8399e-05 NON-ROAD 2005
12125 2267002081 PM25-PRI 1.26064e-05 NON-ROAD 2005
12127 2267002021 PM25-PRI 0.0004470789 NON-ROAD 2005
12133 2270002021 PM25-PRI 0.0050462634 NON-ROAD 2005
13005 2265005025 PM25-PRI 0.0002029609 NON-ROAD 2005
13009 2265006010 PM25-PRI 0.01 NON-ROAD 2005
13011 2260002039 PM25-PRI 0.07 NON-ROAD 2005
13015 2265004031 PM25-PRI 0.03 NON-ROAD 2005
13015 2267003050 PM25-PRI 0.0003564026 NON-ROAD 2005
13015 2285002010 PM25-PRI 4.66 NON-ROAD 2005
13017 2270002024 PM25-PRI 0.0043463433 NON-ROAD 2005
13021 2267002039 PM25-PRI 0.0009769801 NON-ROAD 2005
13023 2260006035 PM25-PRI 6.36724e-05 NON-ROAD 2005
13027 2265002030 PM25-PRI 0.0002863807 NON-ROAD 2005
13027 2265005015 PM25-PRI 0.0011527453 NON-ROAD 2005
13027 2265006005 PM25-PRI 0.0069395851 NON-ROAD 2005
13031 2270002033 PM25-PRI 0.14 NON-ROAD 2005
13033 2260006010 PM25-PRI 0.04 NON-ROAD 2005
13033 2265004010 PM25-PRI 0.02 NON-ROAD 2005
13035 2260004071 PM25-PRI 1.97211e-05 NON-ROAD 2005
13035 2265003020 PM25-PRI 0.00225166 NON-ROAD 2005
13039 2260006005 PM25-PRI 0.0024731734 NON-ROAD 2005
13039 2267004066 PM25-PRI 0.0009017219 NON-ROAD 2005
13043 2267006030 PM25-PRI 4.4795335e-06 NON-ROAD 2005
13047 2265002033 PM25-PRI 0.0015138263 NON-ROAD 2005
13053 2265004046 PM25-PRI 0.0002790992 NON-ROAD 2005
13055 2270002081 PM25-PRI 0.03 NON-ROAD 2005
13055 2270005015 PM25-PRI 1.65 NON-ROAD 2005
13061 2260006005 PM25-PRI 0.0012365867 NON-ROAD 2005
13061 2270006015 PM25-PRI 0.01 NON-ROAD 2005
13063 2270005045 PM25-PRI 0.0009661611 NON-ROAD 2005
13079 2265003040 PM25-PRI 0.000501059 NON-ROAD 2005
13081 2265002003 PM25-PRI 9.70702e-05 NON-ROAD 2005
13081 2265002030 PM25-PRI 0.0003678454 NON-ROAD 2005
13083 2265003020 PM25-PRI 0.0021817603 NON-ROAD 2005
13087 2265005010 PM25-PRI 0.0003456967 NON-ROAD 2005
13087 2267003040 PM25-PRI 0.000454343 NON-ROAD 2005
13089 2268003070 PM25-PRI 0.0005750578 NON-ROAD 2005
13089 2270002036 PM25-PRI 13.6 NON-ROAD 2005
13089 2270002078 PM25-PRI 0.06 NON-ROAD 2005
13091 2260003030 PM25-PRI 0.0001448603 NON-ROAD 2005
13091 2265007010 PM25-PRI 0.0085120525 NON-ROAD 2005
13101 2270007015 PM25-PRI 1.39 NON-ROAD 2005
13101 2285002015 PM25-PRI 0.1 NON-ROAD 2005
13103 2267005060 PM25-PRI 1.1456196e-06 NON-ROAD 2005
13105 2270002045 PM25-PRI 0.03 NON-ROAD 2005
13111 2270005060 PM25-PRI 0.0041214825 NON-ROAD 2005
13115 2265004076 PM25-PRI 0.01 NON-ROAD 2005
13115 2265008005 PM25-PRI 8.486651e-06 NON-ROAD 2005
13117 2260006015 PM25-PRI 0.0002820894 NON-ROAD 2005
13119 2267006005 PM25-PRI 0.0025213605 NON-ROAD 2005
13123 2265004076 PM25-PRI 0.0005756435 NON-ROAD 2005
13123 2265006015 PM25-PRI 0.0048566078 NON-ROAD 2005
13127 2265002042 PM25-PRI 0.0056112152 NON-ROAD 2005
13127 2267002081 PM25-PRI 0.0003348278 NON-ROAD 2005
13129 2267006010 PM25-PRI 0.001143377 NON-ROAD 2005
13131 2265005010 PM25-PRI 0.0002038281 NON-ROAD 2005
13131 2270004046 PM25-PRI 0.11 NON-ROAD 2005
13139 2270004066 PM25-PRI 1.01 NON-ROAD 2005
13145 2265001050 PM25-PRI 0.0098334443 NON-ROAD 2005
13151 2265003050 PM25-PRI 0.0001863783 NON-ROAD 2005
13155 2265004031 PM25-PRI 0.0020386877 NON-ROAD 2005
13155 2270004056 PM25-PRI 0.0036289125 NON-ROAD 2005
13157 2267003050 PM25-PRI 0.0001651413 NON-ROAD 2005
13157 2268006005 PM25-PRI 0.0016807934 NON-ROAD 2005
13161 2267002060 PM25-PRI 2.97586e-05 NON-ROAD 2005
13161 2270004046 PM25-PRI 0.01 NON-ROAD 2005
13161 2282020005 PM25-PRI 0.03 NON-ROAD 2005
13167 2267002045 PM25-PRI 7.7095868e-06 NON-ROAD 2005
13169 2260006005 PM25-PRI 0.0034006132 NON-ROAD 2005
13169 2270003020 PM25-PRI 0.02 NON-ROAD 2005
13171 2270005010 PM25-PRI 5.31586e-05 NON-ROAD 2005
13173 2267002033 PM25-PRI 2.9625802e-06 NON-ROAD 2005
13181 2268003060 PM25-PRI 5.4390288e-06 NON-ROAD 2005
13185 2265004015 PM25-PRI 0.01 NON-ROAD 2005
13187 2267003010 PM25-PRI 0.0006866981 NON-ROAD 2005
13189 2267002030 PM25-PRI 5.86334e-05 NON-ROAD 2005
13193 2260005035 PM25-PRI 0.0057131325 NON-ROAD 2005
13193 2268003040 PM25-PRI 3.3806454e-06 NON-ROAD 2005
13197 2265005015 PM25-PRI 0.0001227989 NON-ROAD 2005
13199 2270002054 PM25-PRI 0.01 NON-ROAD 2005
13201 2268006005 PM25-PRI 0.0002701275 NON-ROAD 2005
13205 2267003050 PM25-PRI 8.22727e-05 NON-ROAD 2005
13207 2265001030 PM25-PRI 0.25 NON-ROAD 2005
13209 2268006020 PM25-PRI 0.0002623803 NON-ROAD 2005
13213 2285004015 PM25-PRI 0.0005273012 NON-ROAD 2005
13223 2265006030 PM25-PRI 0.05 NON-ROAD 2005
13225 2270005020 PM25-PRI 0.31 NON-ROAD 2005
13225 2282005010 PM25-PRI 0.08 NON-ROAD 2005
13227 2267006010 PM25-PRI 0.0006174236 NON-ROAD 2005
13229 2270005025 PM25-PRI 0.0032918819 NON-ROAD 2005
13231 2260004031 PM25-PRI 0.05 NON-ROAD 2005
13231 2270005030 PM25-PRI 0.0001460173 NON-ROAD 2005
13241 2267006015 PM25-PRI 0.0001667204 NON-ROAD 2005
13243 2270002075 PM25-PRI 0.0056097025 NON-ROAD 2005
13245 2270002075 PM25-PRI 0.53 NON-ROAD 2005
13247 2268006015 PM25-PRI 0.0002578298 NON-ROAD 2005
13253 2265002015 PM25-PRI 6.65754e-05 NON-ROAD 2005
13253 2270002060 PM25-PRI 0.07 NON-ROAD 2005
13257 2260003030 PM25-PRI 0.0016111687 NON-ROAD 2005
13257 2265004055 PM25-PRI 0.05 NON-ROAD 2005
13259 2260004016 PM25-PRI 0.03 NON-ROAD 2005
13259 2260004071 PM25-PRI 0.000128187 NON-ROAD 2005
13265 2270002033 PM25-PRI 0.0028532733 NON-ROAD 2005
13269 2265006025 PM25-PRI 0.0017714204 NON-ROAD 2005
13275 2265002081 PM25-PRI 0.0001213639 NON-ROAD 2005
13275 2265007010 PM25-PRI 0.009930376 NON-ROAD 2005
13277 2270005035 PM25-PRI 0.06 NON-ROAD 2005
13281 2260001060 PM25-PRI 0.0052103658 NON-ROAD 2005
13281 2267003070 PM25-PRI 4.00863e-05 NON-ROAD 2005
13281 2282020005 PM25-PRI 0.1 NON-ROAD 2005
13287 2265003030 PM25-PRI 7.35325e-05 NON-ROAD 2005
13287 2270007015 PM25-PRI 0.39 NON-ROAD 2005
13291 2265005035 PM25-PRI 0.0002565991 NON-ROAD 2005
13295 2265004030 PM25-PRI 0.0009601978 NON-ROAD 2005
13295 2270005045 PM25-PRI 0.02 NON-ROAD 2005
13297 2265004016 PM25-PRI 0.06 NON-ROAD 2005
13299 2265001060 PM25-PRI 0.004247671 NON-ROAD 2005
13299 2270007015 PM25-PRI 1.63 NON-ROAD 2005
13307 2265006035 PM25-PRI 5.28427e-05 NON-ROAD 2005
13309 2265003070 PM25-PRI 2.4570178e-06 NON-ROAD 2005
13309 2267005060 PM25-PRI 8.9814816e-07 NON-ROAD 2005
13317 2260004025 PM25-PRI 0.06 NON-ROAD 2005
13317 2265001050 PM25-PRI 0.0098334443 NON-ROAD 2005
13321 2265004010 PM25-PRI 0.02 NON-ROAD 2005
15003 2270006015 PM25-PRI 6.38 NON-ROAD 2005
15009 2267003050 PM25-PRI 4.66973e-05 NON-ROAD 2005
15009 2280003000 PM25-PRI 68.38 NON-ROAD 2005
16001 2270002018 PM25-PRI 3.58 NON-ROAD 2005
16005 2270003050 PM25-PRI 0.01 NON-ROAD 2005
16007 2285004015 PM25-PRI 0.0005844327 NON-ROAD 2005
16009 2267006015 PM25-PRI 0.0003068899 NON-ROAD 2005
16009 2270003050 PM25-PRI 0.0042437915 NON-ROAD 2005
16013 2265006030 PM25-PRI 0.02 NON-ROAD 2005
16021 2265005025 PM25-PRI 0.0003452951 NON-ROAD 2005
16023 2270005010 PM25-PRI 0.0002215139 NON-ROAD 2005
16033 2268003070 PM25-PRI 9.2482979e-08 NON-ROAD 2005
16033 2270003040 PM25-PRI 0.0003320468 NON-ROAD 2005
16039 2265002003 PM25-PRI 0.0005031224 NON-ROAD 2005
16039 2265004031 PM25-PRI 0.0016991035 NON-ROAD 2005
16039 2267003050 PM25-PRI 1.22072e-05 NON-ROAD 2005
16043 2268006005 PM25-PRI 0.0003895131 NON-ROAD 2005
16045 2267002045 PM25-PRI 2.18396e-05 NON-ROAD 2005
16047 2267003020 PM25-PRI 0.01 NON-ROAD 2005
16049 2265004055 PM25-PRI 0.03 NON-ROAD 2005
16051 2265004010 PM25-PRI 0.02 NON-ROAD 2005
16059 2267006010 PM25-PRI 0.0002515116 NON-ROAD 2005
16059 2270004071 PM25-PRI 0.0016235946 NON-ROAD 2005
16061 2260006010 PM25-PRI 0.01 NON-ROAD 2005
16063 2267003030 PM25-PRI 1.58064e-05 NON-ROAD 2005
16063 2267006010 PM25-PRI 2.28647e-05 NON-ROAD 2005
16063 2270005030 PM25-PRI 0.0010635317 NON-ROAD 2005
16071 2270002054 PM25-PRI 0.0066172194 NON-ROAD 2005
16073 2260004016 PM25-PRI 0.0040319343 NON-ROAD 2005
16087 2268006015 PM25-PRI 2.40847e-05 NON-ROAD 2005
17001 2265002066 PM25-PRI 0.01 NON-ROAD 2005
17001 2265004040 PM25-PRI 0.0096223352 NON-ROAD 2005
17001 2267003020 PM25-PRI 0.48 NON-ROAD 2005
17003 2267002057 PM25-PRI 5.02602e-05 NON-ROAD 2005
17011 2265005055 PM25-PRI 0.0096886397 NON-ROAD 2005
17011 2270005020 PM25-PRI 7.3 NON-ROAD 2005
17013 2270005045 PM25-PRI 0.05 NON-ROAD 2005
17017 2268003060 PM25-PRI 8.7103291e-06 NON-ROAD 2005
17021 2270002027 PM25-PRI 0.0059689039 NON-ROAD 2005
17037 2267006015 PM25-PRI 0.0021394562 NON-ROAD 2005
17039 2265004026 PM25-PRI 0.0001354839 NON-ROAD 2005
17039 2270004076 PM25-PRI 0.0001174148 NON-ROAD 2005
17039 2285002006 PM25-PRI 32.07 NON-ROAD 2005
17043 2265004035 PM25-PRI 0.04 NON-ROAD 2005
17045 2265004051 PM25-PRI 0.0001961097 NON-ROAD 2005
17049 2270002042 PM25-PRI 0.0002113935 NON-ROAD 2005
17051 2265005015 PM25-PRI 0.004279606 NON-ROAD 2005
17053 2265006005 PM25-PRI 0.03 NON-ROAD 2005
17053 2270002039 PM25-PRI 0.0056800514 NON-ROAD 2005
17055 2267002066 PM25-PRI 1.94561e-05 NON-ROAD 2005
17065 2260003040 PM25-PRI 5.5525632e-06 NON-ROAD 2005
17067 2265002057 PM25-PRI 2.56085e-05 NON-ROAD 2005
17077 2265004025 PM25-PRI 0.0004960343 NON-ROAD 2005
17077 2270005055 PM25-PRI 0.49 NON-ROAD 2005
17077 2270007015 PM25-PRI 0.07 NON-ROAD 2005
17079 2270002069 PM25-PRI 0.07 NON-ROAD 2005
17081 2265003030 PM25-PRI 0.0023456542 NON-ROAD 2005
17083 2268002081 PM25-PRI 2.2843804e-06 NON-ROAD 2005
17093 2270002009 PM25-PRI 0.01 NON-ROAD 2005
17107 2260003030 PM25-PRI 0.0009972003 NON-ROAD 2005
17111 2265007010 PM25-PRI 0.002139741 NON-ROAD 2005
17111 2285002010 PM25-PRI 0.61 NON-ROAD 2005
17117 2270002054 PM25-PRI 0.06 NON-ROAD 2005
17117 2282005010 PM25-PRI 0.74 NON-ROAD 2005
17119 2270008005 PM25-PRI 0.0046973485 NON-ROAD 2005
17127 2260004015 PM25-PRI 0.0043022989 NON-ROAD 2005
17127 2270002048 PM25-PRI 0.03 NON-ROAD 2005
17129 2265002030 PM25-PRI 0.003707008 NON-ROAD 2005
17129 2265004011 PM25-PRI 0.0037414997 NON-ROAD 2005
17133 2270002081 PM25-PRI 0.11 NON-ROAD 2005
17139 2260002006 PM25-PRI 0.01 NON-ROAD 2005
17139 2260006005 PM25-PRI 0.0071103678 NON-ROAD 2005
17141 2265004066 PM25-PRI 0.0004076754 NON-ROAD 2005
17143 2265001030 PM25-PRI 0.22 NON-ROAD 2005
17143 2265004026 PM25-PRI 0.0044845156 NON-ROAD 2005
17155 2260006035 PM25-PRI 0.0001017909 NON-ROAD 2005
17155 2265003070 PM25-PRI 8.43377e-05 NON-ROAD 2005
17159 2260002009 PM25-PRI 0.0010320674 NON-ROAD 2005
17159 2270008005 PM25-PRI 0.0005751855 NON-ROAD 2005
17163 2265005015 PM25-PRI 0.0036084277 NON-ROAD 2005
17163 2267002024 PM25-PRI 0.000320613 NON-ROAD 2005
17171 2265002060 PM25-PRI 0.000435243 NON-ROAD 2005
17175 2260006005 PM25-PRI 0.0027823179 NON-ROAD 2005
17181 2270002021 PM25-PRI 0.0027955316 NON-ROAD 2005
17183 2265004056 PM25-PRI 0.01 NON-ROAD 2005
17185 2265006005 PM25-PRI 0.02 NON-ROAD 2005
17185 2267003070 PM25-PRI 0.0002731114 NON-ROAD 2005
17193 2260006035 PM25-PRI 0.0003308206 NON-ROAD 2005
17195 2260002027 PM25-PRI 1.69378e-05 NON-ROAD 2005
17199 2267002003 PM25-PRI 0.0001027162 NON-ROAD 2005
17203 2268005055 PM25-PRI 4.68072e-05 NON-ROAD 2005
18003 2270002072 PM25-PRI 4.25 NON-ROAD 2005
18005 2260004071 PM25-PRI 0.0001621212 NON-ROAD 2005
18009 2265002015 PM25-PRI 0.0003566922 NON-ROAD 2005
18009 2270002003 PM25-PRI 0.01 NON-ROAD 2005
18013 2270005045 PM25-PRI 0.01 NON-ROAD 2005
18015 2270003050 PM25-PRI 0.01 NON-ROAD 2005
18019 2265002081 PM25-PRI 0.0004233729 NON-ROAD 2005
18023 2267006030 PM25-PRI 2.06912e-05 NON-ROAD 2005
18023 2268003060 PM25-PRI 2.22164e-05 NON-ROAD 2005
18025 2270005040 PM25-PRI 2.02911e-05 NON-ROAD 2005
18027 2270003070 PM25-PRI 0.12 NON-ROAD 2005
18029 2267002021 PM25-PRI 3.10726e-05 NON-ROAD 2005
18029 2267004066 PM25-PRI 0.0010932283 NON-ROAD 2005
18033 2260006035 PM25-PRI 0.000623896 NON-ROAD 2005
18035 2265004036 PM25-PRI 0.0053577066 NON-ROAD 2005
18035 2265004041 PM25-PRI 0.0024793757 NON-ROAD 2005
18047 2265004016 PM25-PRI 0.01 NON-ROAD 2005
18047 2270006025 PM25-PRI 0.04 NON-ROAD 2005
18055 2260002021 PM25-PRI 0.000111297 NON-ROAD 2005
18055 2285002006 PM25-PRI 3.03 NON-ROAD 2005
18063 2260006035 PM25-PRI 0.0012987223 NON-ROAD 2005
18065 2267004066 PM25-PRI 0.0008199212 NON-ROAD 2005
18067 2270005025 PM25-PRI 0.01 NON-ROAD 2005
18069 2265005020 PM25-PRI 1.56481e-05 NON-ROAD 2005
18069 2270002078 PM25-PRI 0.01 NON-ROAD 2005
18071 2285004015 PM25-PRI 8.69838e-05 NON-ROAD 2005
18075 2260004030 PM25-PRI 0.06 NON-ROAD 2005
18075 2270002060 PM25-PRI 0.36 NON-ROAD 2005
18077 2265004076 PM25-PRI 0.0032387662 NON-ROAD 2005
18079 2265007015 PM25-PRI 3.18123e-05 NON-ROAD 2005
18081 2265007010 PM25-PRI 0.0009046268 NON-ROAD 2005
18087 2265006010 PM25-PRI 0.01 NON-ROAD 2005
18089 2268005055 PM25-PRI 1.92973e-05 NON-ROAD 2005
18091 2268005060 PM25-PRI 0.001560914 NON-ROAD 2005
18093 2270005040 PM25-PRI 8.99413e-05 NON-ROAD 2005
18097 2270007015 PM25-PRI 0.07 NON-ROAD 2005
18099 2270003040 PM25-PRI 0.48 NON-ROAD 2005
18101 2270005055 PM25-PRI 0.12 NON-ROAD 2005
18109 2260004025 PM25-PRI 0.31 NON-ROAD 2005
18109 2267002015 PM25-PRI 0.0001728416 NON-ROAD 2005
18113 2265001050 PM25-PRI 0.03 NON-ROAD 2005
18115 2260004025 PM25-PRI 0.02 NON-ROAD 2005
18115 2265007015 PM25-PRI 3.2270361e-06 NON-ROAD 2005
18119 2267006025 PM25-PRI 0.0004149972 NON-ROAD 2005
18123 2282005015 PM25-PRI 0.31 NON-ROAD 2005
18125 2265003050 PM25-PRI 1.1504e-05 NON-ROAD 2005
18133 2265003030 PM25-PRI 0.0026841787 NON-ROAD 2005
18133 2267002072 PM25-PRI 6.21326e-05 NON-ROAD 2005
18137 2260004036 PM25-PRI 0.05 NON-ROAD 2005
18137 2265004025 PM25-PRI 0.0001991003 NON-ROAD 2005
18137 2265005060 PM25-PRI 0.0029847391 NON-ROAD 2005
18139 2265004026 PM25-PRI 9.47421e-05 NON-ROAD 2005
18139 2270005060 PM25-PRI 0.35 NON-ROAD 2005
18143 2265002006 PM25-PRI 8.2860111e-07 NON-ROAD 2005
18145 2267006010 PM25-PRI 0.0010516944 NON-ROAD 2005
18147 2270007015 PM25-PRI 0.16 NON-ROAD 2005
18149 2270008005 PM25-PRI 0.0005741112 NON-ROAD 2005
18151 2260004020 PM25-PRI 0.14 NON-ROAD 2005
18151 2260004035 PM25-PRI 0.04 NON-ROAD 2005
18151 2270002072 PM25-PRI 0.43 NON-ROAD 2005
18153 2265004051 PM25-PRI 0.0003527173 NON-ROAD 2005
18153 2265005015 PM25-PRI 0.0020979748 NON-ROAD 2005
18153 2267003030 PM25-PRI 0.000274708 NON-ROAD 2005
18157 2265003070 PM25-PRI 0.0050393378 NON-ROAD 2005
18157 2270002030 PM25-PRI 0.61 NON-ROAD 2005
18159 2260002006 PM25-PRI 0.0069566563 NON-ROAD 2005
18161 2265002054 PM25-PRI 1.9646e-05 NON-ROAD 2005
18161 2268003020 PM25-PRI 0.0004456988 NON-ROAD 2005
18163 2260006035 PM25-PRI 0.0041380855 NON-ROAD 2005
18165 2265003030 PM25-PRI 0.0014447029 NON-ROAD 2005
18167 2270002051 PM25-PRI 1.49 NON-ROAD 2005
18169 2270005045 PM25-PRI 0.25 NON-ROAD 2005
18171 2265002081 PM25-PRI 1.93829e-05 NON-ROAD 2005
18171 2270002024 PM25-PRI 0.0030763764 NON-ROAD 2005
18175 2265002003 PM25-PRI 6.68e-05 NON-ROAD 2005
18181 2260004016 PM25-PRI 0.01 NON-ROAD 2005
18181 2260004020 PM25-PRI 0.1 NON-ROAD 2005
18183 2265002081 PM25-PRI 0.0001442568 NON-ROAD 2005
19005 2282020005 PM25-PRI 0.91 NON-ROAD 2005
19011 2265004010 PM25-PRI 0.03 NON-ROAD 2005
19023 2265005060 PM25-PRI 0.0073815288 NON-ROAD 2005
19027 2265002045 PM25-PRI 5.07886e-05 NON-ROAD 2005
19031 2267002021 PM25-PRI 6.0814738e-06 NON-ROAD 2005
19031 2267003010 PM25-PRI 0.0007051245 NON-ROAD 2005
19031 2270004036 PM25-PRI 0.0007065538 NON-ROAD 2005
19033 2270004046 PM25-PRI 0.1 NON-ROAD 2005
19035 2260004036 PM25-PRI 0.0081641204 NON-ROAD 2005
19035 2265002015 PM25-PRI 0.0001783226 NON-ROAD 2005
19039 2265002006 PM25-PRI 5.1452501e-07 NON-ROAD 2005
19041 2265004041 PM25-PRI 0.0001917065 NON-ROAD 2005
19045 2260007005 PM25-PRI 0.01 NON-ROAD 2005
19045 2265002039 PM25-PRI 0.002224318 NON-ROAD 2005
19047 2260004020 PM25-PRI 0.05 NON-ROAD 2005
19051 2265002030 PM25-PRI 0.000169168 NON-ROAD 2005
19051 2265003050 PM25-PRI 2.21571e-05 NON-ROAD 2005
19053 2270005055 PM25-PRI 0.34 NON-ROAD 2005
19057 2260007005 PM25-PRI 0.02 NON-ROAD 2005
19057 2270002033 PM25-PRI 0.2 NON-ROAD 2005
19069 2285006015 PM25-PRI 8.5175184e-06 NON-ROAD 2005
19075 2267003010 PM25-PRI 0.0005311203 NON-ROAD 2005
19081 2265002078 PM25-PRI 2.21042e-05 NON-ROAD 2005
19081 2270005015 PM25-PRI 45.49 NON-ROAD 2005
19087 2260007005 PM25-PRI 0.03 NON-ROAD 2005
19089 2260002021 PM25-PRI 0.0002578184 NON-ROAD 2005
19093 2260003030 PM25-PRI 0.0007190079 NON-ROAD 2005
19093 2265005010 PM25-PRI 0.0010178878 NON-ROAD 2005
19097 2265002009 PM25-PRI 0.0003168079 NON-ROAD 2005
19099 2270006030 PM25-PRI 0.0093907553 NON-ROAD 2005
19103 2265002033 PM25-PRI 0.004992807 NON-ROAD 2005
19105 2265005020 PM25-PRI 1.9833e-05 NON-ROAD 2005
19105 2265007015 PM25-PRI 6.5948307e-06 NON-ROAD 2005
19109 2260004036 PM25-PRI 0.01 NON-ROAD 2005
19113 2270003010 PM25-PRI 0.56 NON-ROAD 2005
19115 2267002030 PM25-PRI 1.09073e-05 NON-ROAD 2005
19115 2267002072 PM25-PRI 1.4176e-05 NON-ROAD 2005
19121 2270002045 PM25-PRI 0.03 NON-ROAD 2005
19125 2265003050 PM25-PRI 0.0004698583 NON-ROAD 2005
19127 2260004071 PM25-PRI 1.57552e-05 NON-ROAD 2005
19129 2267006010 PM25-PRI 0.00038851 NON-ROAD 2005
19131 2265002039 PM25-PRI 0.0001673427 NON-ROAD 2005
19133 2260004071 PM25-PRI 1.57552e-05 NON-ROAD 2005
19135 2265005010 PM25-PRI 0.0004346942 NON-ROAD 2005
19135 2267002015 PM25-PRI 9.6283445e-06 NON-ROAD 2005
19141 2265004051 PM25-PRI 0.0001994134 NON-ROAD 2005
19145 2265005030 PM25-PRI 0.0008867959 NON-ROAD 2005
19147 2267002060 PM25-PRI 2.05454e-05 NON-ROAD 2005
19151 2282020010 PM25-PRI 0.0007780336 NON-ROAD 2005
19153 2265002057 PM25-PRI 0.0029972564 NON-ROAD 2005
19159 2270005060 PM25-PRI 0.21 NON-ROAD 2005
19161 2267003070 PM25-PRI 9.57414e-05 NON-ROAD 2005
19161 2270002048 PM25-PRI 0.01 NON-ROAD 2005
19163 2265005035 PM25-PRI 0.0096679917 NON-ROAD 2005
19163 2270006030 PM25-PRI 0.07 NON-ROAD 2005
19167 2267002081 PM25-PRI 8.16414e-05 NON-ROAD 2005
19171 2260002054 PM25-PRI 0.0001073218 NON-ROAD 2005
19171 2265002006 PM25-PRI 7.4706091e-07 NON-ROAD 2005
19175 2270002006 PM25-PRI 3.93365e-05 NON-ROAD 2005
19179 2260002027 PM25-PRI 8.3523213e-06 NON-ROAD 2005
19183 2270002027 PM25-PRI 0.01 NON-ROAD 2005
19193 2268003040 PM25-PRI 2.67599e-05 NON-ROAD 2005
19197 2268006010 PM25-PRI 2.80705e-05 NON-ROAD 2005
20005 2265002033 PM25-PRI 0.000206649 NON-ROAD 2005
20005 2270002072 PM25-PRI 0.27 NON-ROAD 2005
20007 2270002033 PM25-PRI 0.0038000498 NON-ROAD 2005
20009 2268006010 PM25-PRI 0.0001162278 NON-ROAD 2005
20011 2260002021 PM25-PRI 0.0006743323 NON-ROAD 2005
20013 2268003040 PM25-PRI 6.6865566e-07 NON-ROAD 2005
20017 2270003010 PM25-PRI 0.0023306158 NON-ROAD 2005
20019 2265005060 PM25-PRI 0.0007655075 NON-ROAD 2005
20023 2260004026 PM25-PRI 0.04 NON-ROAD 2005
20023 2270004076 PM25-PRI 5.84985e-05 NON-ROAD 2005
20025 2267003070 PM25-PRI 3.654797e-06 NON-ROAD 2005
20037 2265004030 PM25-PRI 0.0006370172 NON-ROAD 2005
20041 2265002066 PM25-PRI 0.0001693093 NON-ROAD 2005
20043 2270002060 PM25-PRI 0.08 NON-ROAD 2005
20047 2265003010 PM25-PRI 0.0001764515 NON-ROAD 2005
20051 2268006020 PM25-PRI 0.0041547019 NON-ROAD 2005
20057 2265002003 PM25-PRI 0.0002882204 NON-ROAD 2005
20059 2270005045 PM25-PRI 0.23 NON-ROAD 2005
20065 2267006030 PM25-PRI 3.1164125e-06 NON-ROAD 2005
20069 2270005045 PM25-PRI 0.36 NON-ROAD 2005
20075 2265005055 PM25-PRI 0.0027860692 NON-ROAD 2005
20075 2270005020 PM25-PRI 2.09 NON-ROAD 2005
20083 2265002060 PM25-PRI 1.05172e-05 NON-ROAD 2005
20085 2260004031 PM25-PRI 0.04 NON-ROAD 2005
20087 2265002006 PM25-PRI 1.0110422e-06 NON-ROAD 2005
20087 2265002015 PM25-PRI 0.000236895 NON-ROAD 2005
20087 2270005030 PM25-PRI 0.0027756113 NON-ROAD 2005
20087 2270005060 PM25-PRI 0.22 NON-ROAD 2005
20095 2282020005 PM25-PRI 0.03 NON-ROAD 2005
20097 2260003040 PM25-PRI 4.0502978e-07 NON-ROAD 2005
20101 2265002039 PM25-PRI 0.0001101466 NON-ROAD 2005
20105 2270002048 PM25-PRI 0.01 NON-ROAD 2005
20109 2267006010 PM25-PRI 0.0002516097 NON-ROAD 2005
20113 2265005035 PM25-PRI 0.01 NON-ROAD 2005
20113 2270002015 PM25-PRI 0.17 NON-ROAD 2005
20115 2265005015 PM25-PRI 0.0044755603 NON-ROAD 2005
20125 2267005055 PM25-PRI 2.47329e-05 NON-ROAD 2005
20127 2270006015 PM25-PRI 0.01 NON-ROAD 2005
20129 2267002030 PM25-PRI 1.90431e-05 NON-ROAD 2005
20139 2267002054 PM25-PRI 7.0375047e-06 NON-ROAD 2005
20141 2265006015 PM25-PRI 0.0019788486 NON-ROAD 2005
20141 2270002075 PM25-PRI 0.0099295462 NON-ROAD 2005
20143 2270004076 PM25-PRI 5.84985e-05 NON-ROAD 2005
20149 2267004066 PM25-PRI 2.73401e-05 NON-ROAD 2005
20151 2260004016 PM25-PRI 0.0040312853 NON-ROAD 2005
20151 2265002024 PM25-PRI 9.21746e-05 NON-ROAD 2005
20159 2265002039 PM25-PRI 0.0003393143 NON-ROAD 2005
20167 2267006015 PM25-PRI 0.0005557023 NON-ROAD 2005
